,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id
9839,TRSBAPM12903CF1F40,0.291,0.838,4,-4.54,0,0.0525,0.000165,0.0338,0.197,0.291,200.198,7io4bmSyUGKpwPlmReEGOi
9840,TRWWUEG12903CF0BE3,0.271,0.532,7,-13.396,1,0.0856,0.00845,0.866,0.082,0.23,140.972,2GGruTiPOMKKkOIuaOLxMB
9841,TRHFAYO12903CF0BDF,0.676,0.685,7,-8.154,1,0.0302,0.00211,0.667,0.113,0.341,93.982,1qVYzFJTGef9PvE0fHjHG2
9842,TRRGDBJ12903CF0BD8,0.481,0.959,2,-5.925,1,0.0666,1.81e-06,0.744,0.285,0.325,112.055,0das0Y5mEA1LH4luN7vLVY
9843,TRZXCYH12903CF0BDE,0.361,0.579,9,-9.239,0,0.0329,0.000396,0.742,0.144,0.359,108.93,5UkLayuUcwrMND2YOSrw8q
9844,TRAFAAS12903CF0BE2,0.564,0.641,2,-7.845,1,0.0367,5.67e-05,0.789,0.187,0.18,121.995,1hSFcq4PjXLo5NoygAnR02
9845,TRLVFTX12903CF0BD9,0.537,0.763,4,-6.396,0,0.0334,3.99e-06,0.679,0.206,0.425,135.02,4EJwSpuQk2of5o2MnzPlJr
9846,TRERKLU12903CF0BDB,0.548,0.832,2,-8.389,1,0.0408,4.14e-05,0.466,0.328,0.346,144.98,09iw8d1hhnXdrYChNvcnsL
9847,TRESFPR12903CF0BD7,0.627,0.5,9,-10.085,0,0.0299,0.00334,0.291,0.22,0.362,94.984,6ipc9rhU6aS4C72bxgsKFo
9848,TRHLMDF12903CF8D50,0.563,0.878,2,-6.215,1,0.0302,0.0159,0.358,0.143,0.376,100.044,0sGYNcMYe1GeqJkY8J4jlR
9849,TRRAOEH12903CF8D61,0.378,0.727,4,-5.754,0,0.0602,0.0135,0.692,0.277,0.164,122.394,6qKAjh2HYlEkq5mlj4eRBU
9850,TRBSOTK12903CF8D52,0.534,0.808,6,-8.85,1,0.0469,8.18e-06,0.864,0.0974,0.436,128.087,2zZR58GUR2U69PUyzwmFU0
9851,TRUYPKP128F930D51D,0.348,0.931,9,-4.431,1,0.0612,8.28e-05,0.654,0.616,0.0775,144.959,7KWb1YJ8jPWzBHEARQ88gq
9852,TRLLJMM128F930D50A,0.444,0.962,9,-4.104,1,0.0796,4.99e-06,0.2,0.489,0.24,139.993,07g9KA8cgzZY63rpIKQteX
9853,TRVSYBK128F930D52C,0.19,0.903,11,-4.852,1,0.0569,6.78e-05,0.555,0.155,0.105,93.487,53mytSN4rVPhFLyuGcbjaf
9854,TRFSCHH12903CEC20F,0.195,0.896,7,-7.458,1,0.0598,0.000307,0.0212,0.894,0.334,182.453,7GNHKuNYW1NzQkqfv0OviI
9855,TRIRCBJ12903CF47B4,0.329,0.837,4,-8.455,0,0.0731,0.000201,0.0917,0.182,0.0668,126.301,3WvEldmFjjLhd1ITIl0FMk
9856,TRJGBFY12903CF47AC,0.433,0.836,9,-6.939,0,0.0357,0.000198,0.469,0.366,0.267,134.585,74Y4O0gbDmre17rW6BGbRe
9857,TRVDJGG12903CF47AA,0.15,0.935,7,-5.849,1,0.0783,0.000268,0.0107,0.9,0.304,182.445,5C6juAwPPWY5qxhvu2PFiU
9858,TRDFZHG12903CF47A5,0.47,0.799,4,-5.456,0,0.0317,0.00279,0.489,0.633,0.101,130.94,28xBhJANeXqB22ATSpTYiv
9859,TRDAFEH12903CF4796,0.213,0.883,4,-8.531,0,0.0737,6.94e-05,0.199,0.415,0.0396,151.039,5JNFmzeJfRYo7eBADE3c30
9860,TRXGFND12903CF47B1,0.377,0.788,0,-8.709,1,0.0414,0.000134,0.579,0.137,0.124,131.524,231iTjS7JBWWlDNQdfOijI
9861,TRMPHGG128F42839DC,0.399,0.955,11,-4.556,0,0.0844,7.92e-06,0.788,0.342,0.369,75.015,6ARje35Xa6T5t2WEAsQ048
9862,TRWJKAV128F42839DE,0.377,0.952,11,-4.859,0,0.0647,2.88e-06,0.834,0.153,0.284,180.016,4Gl3ovC2BRi9ic4LMPORJO
9863,TRHTPHZ128F42839DF,0.429,0.921,2,-4.871,1,0.056,1.89e-05,0.754,0.213,0.153,174.959,3hMJ450lRopiW9zfAyWP4g
9864,TRCFSIT128F42839DD,0.485,0.937,11,-4.637,0,0.0515,8.24e-05,0.876,0.215,0.251,100.056,4suKARQ44ND7FErgpHbCMx
9865,TRCOXWM128F42839E4,0.382,0.895,11,-5.561,0,0.0484,2.52e-06,0.919,0.306,0.368,178.994,2m4YplyaiGogS7LJmJiYlz
9866,TRQLMDL128F42839E2,0.48,0.951,1,-4.774,0,0.0593,1.85e-05,0.682,0.121,0.192,94.994,5VnXXIaiwD0lyM5nRJK9sH
9867,TRNSWEW128F42839DB,0.492,0.948,11,-4.653,0,0.051,1.9e-05,0.494,0.373,0.304,95.012,6xD3RALzyZFB5GDyGs9K2B
9868,TRTVLQT128F42839E1,0.379,0.966,11,-4.6,0,0.0632,3.26e-06,0.864,0.263,0.252,168.017,2ZmaPepVtZdUk03zrENRjY
9869,TRLRGLV128F42839E3,0.389,0.957,11,-4.989,0,0.0859,9.82e-06,0.896,0.211,0.353,179.971,0olnPPZv65COtoSd50at7F
9870,TRDTNMK128F42839E0,0.421,0.964,6,-4.843,0,0.0409,1.17e-06,0.901,0.0648,0.338,101.024,0nMzJUm5yfjjjsIz9lYiHK
9871,TRAVWFI128F4257D2E,0.401,0.973,4,-6.509,1,0.0705,7.67e-06,0.294,0.369,0.218,132.164,5XEWzEDaZGiFbSFtRkSs5M
9872,TRUFUVK128F4257D25,0.38,0.93,6,-6.225,0,0.0442,4.74e-06,0.0181,0.354,0.617,144.112,78zaeDIh9BFl72Gfem2Th3
9873,TRMFXOT12903CE6BC1,0.408,0.523,11,-14.125,0,0.0371,0.00127,0.00604,0.095,0.331,147.336,5TJxFLtKY1Z2JPcc2wO6Rn
9874,TRMEKAO12903CE6BA2,0.381,0.626,9,-10.53,1,0.0568,0.0169,0.0123,0.164,0.657,101.606,1sTBTaUzv4xoSnGK7V1tRn
9875,TRCYYWQ12903CE6B84,0.367,0.903,9,-8.471,0,0.0601,0.000127,0.0135,0.165,0.207,98.901,0sS797jY6y62AAy6feL40g
9876,TRRHCNP12903CE6B93,0.439,0.849,0,-9.561,1,0.0338,0.00769,0.537,0.337,0.547,96.586,6n2m1NfpDUiZPPRZIrq3PD
9877,TRRQTGQ12903CE6BA5,0.546,0.48,5,-12.758,1,0.0546,0.00108,0.0401,0.0815,0.213,126.738,7I6oiiuFAoVOHy1B1TjO9v
9878,TRICVHZ12903CE6B97,0.275,0.858,6,-8.899,0,0.0959,0.000341,0.407,0.475,0.546,155.377,41l2gofGhNbhcp6g3gA5li
9879,TRNPGWO12903CE6BB0,0.475,0.533,11,-12.201,1,0.0386,0.00235,0.000102,0.411,0.434,144.373,184RWy7dUc5gOVE26QMJAv
9880,TRPYTNL12903CE6B87,0.45,0.926,7,-9.352,1,0.128,0.0516,0.116,0.388,0.394,125.089,2b3LsPUFLozwggZ06brGer
9881,TRLMNSS12903CE6B9E,0.441,0.904,11,-9.082,1,0.0945,0.00217,0.000237,0.0905,0.49,112.847,046SnRnxHaF1sbZay4PrLv
9882,TRSWOZT12903CE6BAC,0.484,0.54,7,-12.14,1,0.0543,0.00479,1.15e-05,0.818,0.399,140.295,305p6HHqslNMv9FYCyvgVi
9883,TRSKDAK12903CE6B8B,0.531,0.77,5,-8.774,1,0.0638,0.0128,1.7e-05,0.109,0.323,102.075,1j77uAMgEtFOcycOwQCiLh
9884,TRVCWFM12903CFEA12,0.502,0.995,6,-4.271,1,0.0439,2.85e-05,0.0056,0.067,0.295,99.018,7GivNHXLsYjAcK6KmEgYFM
9885,TRXOUBQ12903CFEA17,0.437,0.891,8,-4.159,1,0.0326,0.000324,8.46e-05,0.0539,0.444,133.814,3zdUWmaNcbTqv2V7ZYLXQ8
9886,TRGRGES12903D01994,0.425,0.944,11,-5.764,1,0.0614,0.000813,0.0049,0.0747,0.199,100.841,5zFMM0w4tziKN2kWr3Vog3
9887,TRRDENQ12903D01997,0.363,0.523,4,-6.012,0,0.0335,0.645,0.0528,0.104,0.29,129.817,4elAZHlIlWu77rS6bh7F4b
9888,TRIGNNH12903D01988,0.467,0.989,8,-4.856,1,0.0595,4.82e-05,0.231,0.64,0.171,89.977,6YnMtEWQHauhptEAfQlt7V
9889,TRIIRFI12903D0198A,0.53,0.993,8,-3.994,1,0.0495,3.19e-05,0.000762,0.0849,0.437,107.009,6tvE29461Ed6Jku2Mt484A
9890,TRNHEHQ12903D0198F,0.482,0.995,5,-4.551,0,0.0887,9.71e-06,0.00475,0.211,0.15,135.11,62pTkPfJA0qNZB3wLJCTqT
9891,TRNDJOL12903D0198B,0.498,0.948,6,-5.801,1,0.04,3.48e-05,0.0262,0.264,0.276,130.027,3FdeDaEbTNkGIMS2CP3WqQ
9892,TRNYUBL12903D01996,0.36,0.886,4,-5.127,1,0.0381,4.51e-06,0.0589,0.0609,0.239,116.047,3Xz2UedpBoxKeFWZfAqHP5
9893,TROEEMQ12903D01991,0.522,0.759,6,-5.267,0,0.0306,0.000731,0.000875,0.0616,0.234,128.163,4oaeguHzWObT26R6Hm3dmq
9894,TRYVQOA12903D0198E,0.518,0.841,8,-5.003,1,0.034,0.0027,0.000296,0.0863,0.173,128.067,2HjaUtSMTcyn6orIglDwch
9895,TRWMKOL12903CF060A,0.28,2.03e-05,8,-9.824,0,0.055,0.685,2.02e-05,0.125,0.197,193.269,15df6jVCBpK5yX9hX3yL3f
9896,TRGTXCP12903CF05DF,0.363,0.927,1,-4.899,0,0.0377,3.24e-05,0.00954,0.253,0.42,151.787,2QXUgQylQxN4N37yXQVoYp
9897,TRCGXMW12903CF05F1,0.435,0.956,11,-4.232,1,0.0426,1.56e-06,0.188,0.115,0.481,148.029,1HZacHqWziCdSkrNVPPt43
9898,TRRWRKG12903CF0601,0.304,0.793,3,-6.262,0,0.0329,0.00112,0.405,0.113,0.0574,129.15,5oZ2B8eKLTI8QEvVXR0y61
9899,TRRWYYL12903CF0607,0.487,0.877,1,-4.478,0,0.0491,1.08e-05,0.0445,0.0961,0.384,116.231,6KfX2jipjNGZe7315Y3bMu
9900,TRFVSGW12903CF05F4,0.488,0.477,3,-5.7,0,0.0294,0.000463,0.009,0.0996,0.189,83.039,2DCtph25HviMjKzleQpBHr
9901,TRQFDWI12903CF05ED,0.323,0.849,3,-4.759,0,0.0413,4.2e-05,0.0074,0.127,0.179,118.982,1yllwzkJOV0EPmDkLCXuJd
9902,TRQXUIW12903CF05FD,0.493,0.898,11,-3.244,1,0.0329,1.86e-05,0.000924,0.0741,0.192,128.077,0bObvbw2v3pAiGM1F21vnH
9903,TRZTPOB12903CF05F7,0.429,0.972,11,-3.909,1,0.0786,2.13e-06,0.0342,0.0671,0.372,145.039,7mVorRrfeokTi8nrtiqc62
9904,TRXTVWP12903CF05E2,0.471,0.953,11,-4.345,1,0.0651,3.97e-06,0.281,0.183,0.444,133.015,7unlKCyEdcxwdOTnJeloaW
9905,TRNAZSK128F930B940,0.393,0.987,3,-4.813,1,0.132,4.09e-05,0.127,0.929,0.127,127.048,7LH7hXw0SJ38SBzBw2J9Na
9906,TRHHCRI12903CECBDA,0.369,0.855,11,-6.65,1,0.0461,3.56e-05,0.00012,0.121,0.244,94.123,6GaeWneLFuvbaEv7FSns61
9907,TRBFIEY12903CECBD4,0.365,0.973,6,-6.186,1,0.0939,7.59e-06,0.407,0.181,0.5,149.255,2uzuZHDuaI1j7n1hZpFQKQ
9908,TRNOBPP12903CECBE2,0.482,0.489,11,-7.312,1,0.0305,0.037,0.0134,0.118,0.285,112.013,75Ksm899C8oEcyjX8OZZGN
9909,TRURIXY12903CECBDE,0.245,0.939,8,-7.116,0,0.098,4.43e-05,0.346,0.114,0.207,134.715,3zKPMEBJ1CEmE8brMTL0J2
9910,TRKXRDF12903CF3F3E,0.351,0.878,10,-7.119,0,0.0544,5.05e-05,0.000346,0.22,0.374,107.567,4iZqNWf2ztEYvw41wnF4Df
9911,TRWXPSX12903CEB577,0.241,0.933,1,-5.816,1,0.0687,0.000191,9.29e-05,0.0399,0.172,147.885,5TDWtLmcKewYHxURQYqiSM
9912,TRQOFKH12903CEB575,0.471,0.946,6,-5.088,0,0.115,0.00124,1.89e-05,0.33,0.0728,103.673,0ZPw6KQJBqWBfjsyBqlSfH
9913,TRPITWJ12903CEB57C,0.371,0.98,1,-3.183,1,0.139,0.00058,1.49e-06,0.239,0.267,98.931,1BfQ87QWKd8eMbcjXCoWJk
9914,TRORRFP12903CEB582,0.35,0.975,8,-3.813,1,0.0539,0.000307,1.54e-06,0.289,0.321,102.706,1HHHXwypDPF6QunkT043zT
9915,TRCQOSA12903CF3F72,0.335,0.724,1,-5.889,0,0.0325,0.0296,0,0.334,0.103,89.462,3A99T7sSpNFM0BqUtocFJj
9916,TRDEQVL12903CF3F71,0.253,0.985,6,-5.291,1,0.0686,0.00115,2.47e-05,0.316,0.15,104.095,1OmnJyMAczW1ElzieJe1a4
9917,TROXSTJ12903CF3F7A,0.321,0.989,10,-3.671,1,0.179,0.00218,3.39e-05,0.0311,0.109,155.903,3V1tFsfupgS2Z4M6Dh5DV8
9918,TRKMVBA12903CF3F6B,0.362,0.872,11,-5.854,1,0.0473,0.0196,0,0.0914,0.284,118.984,1RNG2miQIT7HQS3XUzuF6z
9919,TRBHMYQ128F9318C10,0.406,0.977,11,-3.856,1,0.115,1.38e-06,0.106,0.0534,0.219,128.058,3dJnkzCjliK9uCidaz29Wf
9920,TRFYEQV12903CECD70,0.192,0.913,8,-4.957,1,0.0736,1.43e-05,0.46,0.0935,0.226,88.723,4FBYryFZ26X7EUoCwSPeqJ
9921,TRPWQYI12903CECD43,0.192,0.925,8,-5.719,1,0.0813,9.1e-06,0.537,0.395,0.0994,134.933,4vDg9j0Orq2JPpHXKlVuUf
9922,TRPGXRJ12903CECD52,0.0935,0.643,4,-5.461,0,0.0408,3.66e-05,0.0333,0.105,0.0393,82.96,3YBBDm7TYQgrBS6Ufe1zil
9923,TROQQRJ12903CECD66,0.38,0.963,6,-3.972,1,0.0857,5.26e-06,0.0144,0.0735,0.324,157.042,088WnqcygEpid8dAWdAAAc
9924,TRAJGRW12903CF3F03,0.156,0.000165,3,-6.379,1,0.0825,9.76e-05,0.0499,0.623,0.237,87.0,2EWurDFex5oUc0KCeLHnIB
9925,TRNONEL12903CF3EDE,0.188,0.959,6,-6.88,1,0.0957,2.18e-06,0.087,0.666,0.253,154.069,33FxT3Z3SRk6HRKdysm6tz
9926,TRJKPLT12903CF3EEF,0.366,0.965,3,-3.997,0,0.107,5.35e-06,0.0105,0.54,0.246,139.023,4yOYztBpNYv8axsWd4rxth
9927,TRGIZJX12903D01B1A,0.265,0.607,9,-5.351,1,0.0339,0.00134,0,0.204,0.136,129.389,5FTzf8gJDicNVCIhwDDYSX
9928,TRFAEKK12903D01B19,0.381,0.876,3,-4.247,0,0.0429,2.71e-06,0.0857,0.272,0.714,154.081,5cQtmUsVOUISTBT6BD2Jvv
9929,TRZAHRK12903D01B1E,0.25,0.932,1,-5.525,0,0.19,2.46e-05,0.172,0.0835,0.122,137.662,3fGIJALKCgif83tNgy4Obo
9930,TRZNNNF12903D01B11,0.494,0.971,3,-4.277,0,0.071,4.24e-06,0.00397,0.0833,0.441,107.966,21e8WLr2LXelg1aqWWh7G4
9931,TRLPIQU12903D01B18,0.48,0.987,3,-4.275,0,0.0613,0.000221,0.00275,0.0716,0.293,139.858,00TGiIbiQMynLQ46G3P8JT
9932,TROJVHM12903D01B21,0.497,0.991,5,-4.484,0,0.0732,5.29e-05,0.00119,0.0999,0.234,135.014,6XtMQPqCeAgv2gVD65LDDy
9933,TRHXCOV12903CF2595,0.403,0.913,10,-5.872,1,0.0472,0.000181,0.00542,0.0817,0.267,164.942,692IN6OicLTOCn8talkrf3
9934,TRCARLQ12903CF2593,0.488,0.814,1,-6.712,1,0.0371,0.00329,0.000478,0.113,0.199,116.977,2qX7fZemLOx3L9CzvC3C0L
9935,TRZWKKY12903CF258B,0.467,0.97,8,-3.965,1,0.0767,2.97e-06,0.00177,0.298,0.396,148.016,3UndvK7yHCUkywR8yhndhx
9936,TRZYNAD12903CF2597,0.302,0.973,11,-4.613,1,0.112,3.54e-05,0.00564,0.135,0.252,112.506,4r08YVsDVkWqFfWCuKTdsv
9937,TRDTOPF12903CF2594,0.492,0.967,1,-4.339,1,0.102,7.49e-06,0.00544,0.109,0.341,100.541,1jy9XX2RJJRvxsGrXJ5mnj
9938,TRDTXWQ12903CF2590,0.56,0.962,6,-4.28,1,0.0837,6.39e-06,0.000493,0.332,0.586,123.995,3WjUw7K8mHFsloOnA7EZDG
9939,TRYTNRN12903CF258E,0.586,0.88,8,-5.484,1,0.0357,0.000186,0.0257,0.231,0.263,122.057,3nRFgNpIbGVjobqbXlIuPX
9940,TRWRFVM128F92F5A0F,0.311,0.281,0,-19.699,1,0.0414,0.837,0.934,0.15,0.0325,85.453,23rmjARjYA4MFHaNbNKJGB
9941,TRGDAXE12903C99B59,0.349,0.947,7,-2.967,0,0.0574,0.000103,0.00755,0.155,0.335,107.804,0ChpQHv3jg83w81L52k2hI
9942,TRCQYLI128F92F5B8C,0.179,0.779,4,-4.453,0,0.0459,0.000542,0.0112,0.229,0.368,180.186,5IYL97ZL7xOTTq2qYxes6q
9943,TRBANAP12903C99A72,0.391,0.915,0,-2.857,1,0.048,8.48e-05,8.39e-06,0.066,0.256,129.912,1uCg6reimUBuOfNaexEBvN
9944,TRIILVL12903C99C1C,0.308,0.813,4,-3.176,0,0.0397,0.000502,0.00162,0.0955,0.341,100.016,4Tbj8nGii3r6kDID92tT3F
9945,TRIVIVI128F92F5A2B,0.443,0.876,10,-3.024,0,0.0371,3.78e-05,0.0103,0.103,0.284,130.081,7jyElsUjIxvskBC8EtyOcl
9946,TRXOVOX128F92F5AD2,0.403,0.967,4,-3.545,0,0.0636,2.52e-05,0.00392,0.0454,0.302,90.039,1LW60uWW2tXjGfhQOEaRVE
9947,TRWLIMR128F4257473,0.353,0.896,7,-7.459,1,0.0479,2.82e-05,0.0185,0.127,0.21,125.937,3J95nQfCDIF1nILh5HqpAv
9948,TRHCIAU128F4257476,0.487,0.801,9,-7.013,0,0.0484,0.000814,0.00261,0.0719,0.271,120.01,02bQvvIfemMbrf0z2TS3wp
9949,TRREIAM128F4257475,0.301,0.96,0,-6.964,0,0.048,0.00116,0.936,0.0677,0.505,180.119,4r1DUyfhaacZXBmv0YeB7F
9950,TRTZRXM128F4257474,0.34,0.743,11,-6.031,1,0.0352,0.000705,2.71e-05,0.125,0.144,120.189,6wZUSZxPKZVKd39VQxns5Y
9951,TRJHGER128F4257479,0.21,0.806,0,-5.729,0,0.0389,0.00296,8.76e-05,0.0419,0.152,109.343,7j0irPwnjwDIioiCm54tIZ
9952,TRDAFDN128F4257478,0.468,0.218,7,-11.244,0,0.0297,0.985,0.844,0.202,0.0622,131.78,0ad08KSkzmL4regUniI8KB
9953,TRXBFHY128F4257472,0.322,0.472,7,-7.712,1,0.0454,0.000408,0.0049,0.309,0.113,110.386,5xXTlFF3SOmAaEpZA9KCJm
9954,TRGBVDZ128EF356AF9,0.272,0.943,2,-3.484,0,0.0489,5e-05,0.0221,0.0743,0.622,109.922,2LsIPnH5zWaIO5CLCcKXUE
9955,TRBZJUP128EF356B05,0.269,0.955,7,-4.175,1,0.0863,0.000389,0.00509,0.275,0.52,159.737,5aqIfngqULv2S1dPzjfOWV
9956,TRUPTCW128EF356AF5,0.562,0.933,10,-3.367,1,0.0411,0.000117,5.6e-05,0.65,0.623,106.005,4P23Pn5zl9QCkyto32fAaR
9957,TRSYSTU128EF356AFF,0.512,0.952,2,-3.903,0,0.0424,2.13e-05,0.00232,0.346,0.453,106.028,3wuGM9ka6DGQPtrEaVGl00
9958,TRKCDET128EF356AFB,0.567,0.956,6,-3.591,0,0.0516,3.99e-05,0.035,0.401,0.436,106.001,25mSOE3LW1IREKGhSeRUVx
9959,TRRDTBG128F423982B,0.277,0.904,11,-9.451,0,0.0899,6.06e-06,0.116,0.308,0.35,102.509,3olq2EtIj7nF5NYiOdF4Ff
9960,TRBYDTO128F4239831,0.312,0.923,11,-7.357,1,0.124,3.9e-05,0.138,0.0514,0.24,95.093,0OTPdvhxX25w5dVfvGoXMw
9961,TRFZDCA128F423982D,0.273,0.825,2,-9.429,1,0.0949,3.13e-06,0.0415,0.0931,0.177,111.097,0lDHRUqiDBfmvf5lJpmV7X
9962,TRAPCHT128F4239830,0.514,0.946,6,-3.856,0,0.0402,3.28e-05,0.00694,0.372,0.411,106.041,0BXHGOs401kof3HxHp6JfE
9963,TRUZWSN128F4239824,0.274,0.842,2,-8.83,0,0.0688,6.29e-06,0.00363,0.0951,0.189,111.4,4yiSPPGqK1r8DbKxWrFSdN
9964,TRUKJKH128F4239825,0.327,0.854,4,-8.245,0,0.0755,1.03e-05,0.000409,0.16,0.302,117.898,7b2UP70SpHXRBY9T2ZNrmO
9965,TRLQXVM128F423982A,0.25,0.845,1,-9.86,1,0.0984,6.17e-06,0.0117,0.0646,0.356,91.677,2DgNWCPCQAdpcuTPteQeM4
9966,TRDVQSP128F4239827,0.314,0.905,4,-8.587,0,0.087,9.59e-06,0.296,0.169,0.307,111.277,5ZciDZ4lzfTbclmE3RtHV5
9967,TRXGSPS128F4239828,0.391,0.908,4,-8.093,0,0.109,1.35e-05,0.0333,0.14,0.2,121.44,7JbVgk1s0e907vz1p7of5W
9968,TRKAGKK128F4239826,0.334,0.912,4,-8.669,0,0.148,7.29e-06,0.0118,0.103,0.322,119.712,0GaeyHX5K8Mvi1Tkk1RpGy
9969,TRYNCBF128F423982C,0.299,0.906,9,-9.478,1,0.113,7.99e-06,0.144,0.0851,0.147,121.943,2j8SW5xHk1lVYaZMcZVdYj
9970,TRCSFFN128F92CE208,0.543,0.982,11,-3.171,0,0.098,2.91e-05,5.56e-05,0.187,0.255,125.044,5IC15BbbaRv6FmseUG0mTu
9971,TRBOBVT128F92CE20E,0.359,0.991,6,-1.848,0,0.162,1.82e-05,1.4e-05,0.314,0.233,197.964,3M3pLgLlLAKdzmroa2z64m
9972,TRPLRHD128F92CE226,0.488,0.991,7,-3.301,1,0.112,0.00203,6.05e-05,0.174,0.358,102.625,2HC4m4kSUSDOVSuWfXJf1u
9973,TRTUDXW128F92CE20D,0.242,0.947,11,-3.576,0,0.118,1.79e-05,4.12e-06,0.0987,0.515,91.167,4hk0OBunwz04gknkfNLzUn
9974,TROHOIJ128F92CE222,0.542,0.975,8,-3.382,0,0.124,3.21e-05,0.00206,0.112,0.495,110.651,4WrPIx7lGOgIyxkSO9x9CG
9975,TRWOQVZ12903CEC86E,0.186,0.917,7,-4.637,0,0.114,5.49e-05,0.049,0.654,0.214,168.162,2ftKO0Htnii8RrMis85cxi
9976,TRCINQC12903CEC84C,0.328,0.937,7,-5.49,1,0.0998,2.06e-05,0.538,0.0955,0.237,121.132,2SnyIaMEoSguh4ivcEnhA5
9977,TRNNRIA12903CEC851,0.257,0.942,7,-5.227,1,0.093,6.71e-06,0.648,0.0702,0.404,153.35,4DuYuWgjahymmL0UEtevYS
9978,TRLYMXF12903CEC86C,0.459,0.197,5,-14.711,1,0.0333,0.927,6.62e-05,0.103,0.0385,122.35,2S1qP6XA2U8R48MkA7djwS
9979,TREAYQE12903CEC856,0.373,0.877,11,-5.516,1,0.0577,5.38e-05,0.148,0.08,0.256,109.012,3Y9boUgQCXO0nKC19W30tV
9980,TRMZGHO12903CD2899,0.426,0.97,2,-4.703,1,0.0959,8.34e-05,0.0227,0.315,0.198,124.704,3tujwFL1X2R5kfrkyC9FRU
9981,TRWKMMK12903CD2892,0.392,0.867,2,-5.814,1,0.117,0.000513,0.00519,0.0457,0.421,169.98,3Up49LS1zR49yNEEGxvBP2
9982,TRRFDDY12903CD288B,0.36,0.953,9,-4.822,1,0.134,7.95e-05,0.0641,0.313,0.297,166.972,26e3A7iRzPn0nG3Yb3KBY0
9983,TRFROMN12903CD288E,0.341,0.95,4,-4.741,1,0.0941,0.00049,0.00648,0.0805,0.29,117.748,74ViIIDRoSdYfcLhgXz87n
9984,TRFPEWX12903CD2884,0.497,0.979,2,-5.263,1,0.163,7.23e-05,0.00204,0.101,0.224,124.984,1Lf6Kzo2RpUTZgJ52gov24
9985,TRIHCBN12903CD2889,0.485,0.961,7,-5.838,1,0.126,0.000729,2.69e-05,0.103,0.156,137.053,3d29dHipzFj78RJu9LtHGH
9986,TRVMCVN12903CD287A,0.345,0.472,2,-17.317,1,0.0664,0.33,0.166,0.146,0.304,118.27,4B3Nng3Vqt2AUF4XnmACws
9987,TRKQIAK12903CD2880,0.432,0.933,2,-5.395,1,0.0796,0.0041,0.000153,0.127,0.336,77.059,3ap77ywZQlwf2tL4SyUv8p
9988,TRKSMQY12903CD287C,0.301,0.972,1,-5.598,1,0.173,0.000134,0.000191,0.352,0.237,126.07,7d8hY3dW01Nkax3wfic168
9989,TRWZSKI12903CEC8E1,0.492,0.964,1,-4.662,1,0.0681,8.88e-06,0.6,0.139,0.286,108.083,5spHtFc62mfcsDGUNvzl6M
9990,TRROIMO12903CEC8FD,0.254,0.962,9,-3.587,1,0.0758,7.61e-06,0.741,0.0925,0.376,153.781,68iPSPyUYqyeRTu5FsidRq
9991,TRIBXFY12903CEC8E6,0.28,0.977,9,-4.112,0,0.128,6.9e-06,0.795,0.306,0.213,144.527,3YDQywff7rb0Lan9TtyLdN
9992,TRLFQLW12903CEC8EC,0.369,0.988,4,-4.308,0,0.14,6.33e-06,0.702,0.0626,0.27,150.261,0aYI1Xci46dr5SKJYu0WmV
9993,TRDUVYQ12903CEC8F1,0.271,0.959,2,-4.036,1,0.141,1.26e-05,0.26,0.205,0.33,109.486,1WjwUU7Q5l2sjOQsz8Kz6G
9994,TRKDUBV12903CEC8F9,0.46,0.738,9,-4.119,0,0.026,3.08e-05,0.338,0.1,0.136,101.325,6sTJDmFWadb8YPhMlb63Mx
9995,TRHNSBD128F9320051,0.351,0.922,7,-4.918,1,0.0679,3.28e-05,0.151,0.164,0.243,90.855,2HXsSqozx1OSI5pACermxi
9996,TRBRDFL128F932004C,0.32,0.398,11,-9.219,0,0.0356,0.428,0.0119,0.12,0.0947,121.188,7ISKAWeg4kRZD3dpiNPxze
9997,TRQFMTG128F932004F,0.476,0.941,0,-6.526,1,0.08,0.000963,0.0135,0.173,0.144,150.042,5wKcJVT2C7zbYoQ1DQLJMQ
9998,TRKTJIQ128F932004B,0.292,0.81,9,-5.571,0,0.0655,0.000168,0.431,0.399,0.373,138.097,5TJkGN8Km6ywXhGgcCiDQ5
9999,TRYCYXQ128F9320050,0.282,0.953,6,-4.634,0,0.0762,4.27e-06,0.838,0.13,0.275,77.591,4I5WAi5qdB1OVR0Rb9AxbM
10000,TRWYLYS12903CEC959,0.193,0.868,11,-4.797,0,0.0634,0.000104,0.0519,0.374,0.247,159.09,5enwJPigUgP7U87i1AwAzu
10001,TRAYCWL12903CEC964,0.427,0.904,6,-5.461,1,0.0616,3.23e-05,0.281,0.14,0.273,144.15,79YghEUI0VoCQajW2ZmYgQ
10002,TRNZIFQ12903CEC948,0.45,0.921,7,-5.108,1,0.101,6.72e-05,0.144,0.33,0.188,121.956,4fvTfU7jc5SRVqqPBIkw2U
10003,TRWFKJC128F14ADE3F,0.199,0.974,0,-5.624,1,0.178,8.96e-06,3.58e-05,0.083,0.386,169.19,21HDmPuAAagENpxrwScIeE
10004,TRHSMMB128F14ADE3E,0.295,0.899,5,-5.656,1,0.0917,1.26e-05,0.348,0.157,0.434,123.698,2YQWzfxKAaNElGxuglj7Un
